,tag,count,class,tsne_0,tsne_1,cName,colour_class,rank,size_objs,alpha_val
340,command-line,17484,Stack Overflow,1.9319596999999997,1.9384811999999998,Computer Science,blue,233,0.5770053475935829,0.5016042780748664
341,printing,17400,Stack Overflow,4.4498169999999995,7.6723156,Computer Science,blue,234,0.574331550802139,0.4994652406417112
342,tfs,17373,Stack Overflow,-5.775628,3.8678980000000003,Computer Science,blue,235,0.5716577540106952,0.4973262032085562
344,foreach,17312,Stack Overflow,-0.84700924,-8.310727,Computer Science,blue,236,0.5689839572192513,0.4951871657754011
345,deployment,17260,Stack Overflow,-8.160838,8.568052,Computer Science,blue,237,0.5663101604278076,0.49304812834224604
346,primefaces,17227,Stack Overflow,-1.8749901999999998,-5.671319,Computer Science,blue,238,0.5636363636363637,0.49090909090909096
348,https,17074,Stack Overflow,-2.9835494,2.9064447999999996,Computer Science,blue,239,0.5609625668449199,0.48877005347593583
349,makefile,17064,Stack Overflow,-1.6688665,-6.7925982000000005,Computer Science,blue,240,0.558288770053476,0.48663101604278075
350,cmd,17030,Stack Overflow,-3.0063619999999998,-10.452874000000001,Computer Science,blue,241,0.5556149732620321,0.4844919786096257
351,filter,16923,Stack Overflow,10.160841,11.884991000000001,Computer Science,blue,242,0.5529411764705883,0.4823529411764706
353,types,16891,Stack Overflow,-9.366027,-11.783294999999999,Computer Science,blue,243,0.5502673796791444,0.4802139037433156
354,tcp,16884,Stack Overflow,4.1069775,2.0113227,Computer Science,blue,244,0.5475935828877005,0.47807486631016044
356,webview,16880,Stack Overflow,-0.632278,-3.2732759999999996,Computer Science,blue,245,0.5449197860962567,0.47593582887700536
357,solr,16800,Stack Overflow,1.0067563,-4.046462,Computer Science,blue,246,0.5422459893048128,0.4737967914438503
360,view,16696,Stack Overflow,-8.898513000000001,1.1195933999999998,Computer Science,blue,247,0.539572192513369,0.4716577540106952
361,scroll,16643,Stack Overflow,2.1647072,0.74098843,Computer Science,blue,248,0.5368983957219251,0.46951871657754013
362,import,16286,Stack Overflow,-7.5009084,-9.067464,Computer Science,blue,249,0.5342245989304812,0.46737967914438505
363,yii,16236,Stack Overflow,-0.9340579999999999,-4.9381075,Computer Science,blue,250,0.5315508021390374,0.46524064171123
364,vbscript,16167,Stack Overflow,-0.6410746,-1.8945436000000002,Computer Science,blue,251,0.5288770053475935,0.4631016042780749
365,graphics,16099,Stack Overflow,12.022082000000001,8.573141,Computer Science,blue,252,0.5262032085561498,0.4609625668449198
367,error-handling,15938,Stack Overflow,-1.476607,-9.006263,Computer Science,blue,253,0.5235294117647059,0.45882352941176474
368,oauth,15793,Stack Overflow,-1.1039836,-0.41765216,Computer Science,blue,254,0.520855614973262,0.45668449197860966
371,fonts,15673,Stack Overflow,2.0445936000000002,5.7746900000000005,Computer Science,blue,255,0.5181818181818182,0.4545454545454546
372,emacs,15664,Stack Overflow,-0.050787423,-5.8036933,Computer Science,blue,256,0.5155080213903743,0.4524064171122995
374,syntax,15555,Stack Overflow,-0.9771777,7.2402353,Computer Science,blue,257,0.5128342245989305,0.45026737967914443
375,rspec,15554,Stack Overflow,-0.5332685,-6.4572124,Computer Science,blue,258,0.5101604278074867,0.44812834224598935
376,web-scraping,15534,Stack Overflow,-1.3377778999999999,-6.364194,Computer Science,blue,259,0.5074866310160429,0.4459893048128343
379,concurrency,15405,Stack Overflow,4.562246,1.2488347,Computer Science,blue,260,0.504812834224599,0.44385026737967914
381,timer,15357,Stack Overflow,-3.4187220000000003,1.0160221,Computer Science,blue,261,0.5021390374331551,0.4417112299465241
382,jar,15281,Stack Overflow,-7.375708,-0.33978873,Computer Science,blue,262,0.4994652406417112,0.439572192513369
383,neo4j,15265,Stack Overflow,1.3960981000000001,-5.7148175000000005,Computer Science,blue,263,0.4967914438502674,0.43743315508021396
386,parameters,15080,Stack Overflow,-6.405246,-14.434691,Computer Science,blue,264,0.49411764705882355,0.43529411764705883
388,colors,15053,Stack Overflow,-4.319916,8.684439,Computer Science,blue,265,0.4914438502673797,0.43315508021390375
391,build,14968,Stack Overflow,4.5128665,-13.751249,Computer Science,blue,266,0.48877005347593583,0.4310160427807487
392,merge,14957,Stack Overflow,3.632253,-11.760527,Computer Science,blue,267,0.48609625668449197,0.42887700534759365
393,constructor,14898,Stack Overflow,-1.1385178999999999,-0.6067079000000001,Computer Science,blue,268,0.48342245989304816,0.4267379679144385
396,hyperlink,14772,Stack Overflow,0.80607796,6.5690837,Computer Science,blue,269,0.4807486631016043,0.42459893048128344
397,joomla,14740,Stack Overflow,1.1325915000000002,3.68169,Computer Science,blue,270,0.47807486631016044,0.42245989304812837
399,orm,14718,Stack Overflow,2.5540104,-1.8520173,Computer Science,blue,271,0.4754010695187166,0.4203208556149733
402,ssis,14548,Stack Overflow,2.8335521,-3.4619398,Computer Science,blue,272,0.4727272727272727,0.4181818181818182
405,ant,14419,Stack Overflow,7.232321700000001,-1.0121531,Computer Science,blue,273,0.4700534759358289,0.41604278074866313
406,ffmpeg,14400,Stack Overflow,-0.16051261,-5.0046954,Computer Science,blue,274,0.46737967914438505,0.41390374331550805
407,module,14365,Stack Overflow,8.274804,9.456016,Computer Science,blue,275,0.4647058823529412,0.4117647058823529
409,split,14329,Stack Overflow,3.7840190000000002,-10.512814500000001,Computer Science,blue,276,0.46203208556149733,0.4096256684491979
410,interface,14317,Stack Overflow,7.4304630000000005,7.1114125,Computer Science,blue,277,0.45935828877005347,0.4074866310160428
411,casting,14272,Stack Overflow,-7.571389999999999,-2.4511886,Computer Science,blue,278,0.45668449197860966,0.40534759358288774
414,properties,14218,Stack Overflow,-6.409571,-14.462082,Computer Science,blue,279,0.4540106951871658,0.4032085561497326
415,proxy,14136,Stack Overflow,-11.369599000000001,2.4118285,Computer Science,blue,280,0.45133689839572194,0.4010695187165776
416,terminal,14122,Stack Overflow,-3.262691,0.6269129,Computer Science,blue,281,0.4486631016042781,0.39893048128342246
418,process,14019,Stack Overflow,8.888454,9.470296000000001,Computer Science,blue,282,0.4459893048128343,0.39679144385026743
422,cassandra,13890,Stack Overflow,-4.7757309999999995,-5.293033,Computer Science,blue,283,0.4433155080213904,0.3946524064171123
424,binding,13876,Stack Overflow,4.8887089999999995,-5.444019,Computer Science,blue,284,0.44064171122994655,0.3925133689839572
425,bitmap,13749,Stack Overflow,3.3793497,4.661617,Computer Science,blue,285,0.4379679144385027,0.39037433155080214
426,lua,13708,Stack Overflow,-5.568114,-8.8165655,Computer Science,blue,286,0.43529411764705883,0.3882352941176471
428,configuration,13639,Stack Overflow,9.82915,4.192595,Computer Science,blue,287,0.43262032085561497,0.386096256684492
429,exception-handling,13603,Stack Overflow,-1.8495743000000002,-8.318052,Computer Science,blue,288,0.4299465240641711,0.3839572192513369
431,group-by,13574,Stack Overflow,1.3478905,-4.866657,Computer Science,blue,289,0.42727272727272725,0.38181818181818183
433,triggers,13527,Stack Overflow,-0.9999918999999999,-10.787338,Computer Science,blue,290,0.42459893048128344,0.37967914438502676
434,server,13510,Stack Overflow,4.0230865,12.822713,Computer Science,blue,291,0.4219251336898396,0.3775401069518717
435,sass,13502,Stack Overflow,-4.234271499999999,-9.877267,Computer Science,blue,292,0.4192513368983957,0.3754010695187166
437,io,13462,Stack Overflow,-4.754557599999999,5.2321534000000005,Computer Science,blue,293,0.4165775401069519,0.3732620320855615
439,parallel-processing,13438,Stack Overflow,-2.5078819,-9.028121,Computer Science,blue,294,0.41390374331550805,0.3711229946524064
440,autocomplete,13426,Stack Overflow,-3.3159601999999997,-4.3744760000000005,Computer Science,blue,295,0.4112299465240642,0.36898395721925137
442,devise,13363,Stack Overflow,4.8778453,-13.657373000000002,Computer Science,blue,296,0.40855614973262033,0.3668449197860963
443,datagrid,13344,Stack Overflow,-2.756049,-7.756255,Computer Science,blue,297,0.40588235294117647,0.3647058823529412
446,bluetooth,13307,Stack Overflow,9.401725,7.087227,Computer Science,blue,298,0.4032085561497326,0.3625668449197861
447,menu,13274,Stack Overflow,-5.3917556,1.196971,Computer Science,blue,299,0.40053475935828875,0.36042780748663106
448,count,13226,Stack Overflow,-4.8641760000000005,-11.355721,Computer Science,blue,300,0.39786096256684494,0.3582887700534759
449,hive,13173,Stack Overflow,6.6710515,-1.8462025000000002,Computer Science,blue,301,0.3951871657754011,0.3561497326203209
450,scope,13162,Stack Overflow,4.063607,-4.0884433,Computer Science,blue,302,0.3925133689839572,0.35401069518716577
451,jboss,13158,Stack Overflow,0.59736603,1.4839969,Computer Science,blue,303,0.3898395721925134,0.35187165775401075
452,download,13145,Stack Overflow,13.415977,5.4614910000000005,Computer Science,blue,304,0.38716577540106956,0.3497326203208556
453,safari,13077,Stack Overflow,-4.8155355,-2.5633182999999997,Computer Science,blue,305,0.3844919786096257,0.3475935828877006
454,model,13065,Stack Overflow,9.290297,9.804611999999999,Computer Science,blue,306,0.38181818181818183,0.34545454545454546
458,youtube,13037,Stack Overflow,-3.3526010000000004,12.843991,Computer Science,blue,307,0.379144385026738,0.3433155080213904
464,callback,12856,Stack Overflow,-4.5531893,0.8452938,Computer Science,blue,308,0.3764705882352941,0.3411764705882353
465,architecture,12796,Stack Overflow,7.258830499999999,7.2187996,Computer Science,blue,309,0.37379679144385025,0.3390374331550802
466,path,12698,Stack Overflow,-3.630988,0.0047196504,Computer Science,blue,310,0.3711229946524064,0.33689839572192515
467,pagination,12668,Stack Overflow,-2.874479,-4.956455,Computer Science,blue,311,0.3684491978609626,0.33475935828877007
468,scripting,12593,Stack Overflow,4.030679,7.0793543,Computer Science,blue,312,0.3657754010695187,0.332620320855615
469,webforms,12584,Stack Overflow,-1.0933093999999999,-6.869487299999999,Computer Science,blue,313,0.3631016042780749,0.3304812834224599
470,reference,12566,Stack Overflow,-1.8518541000000002,1.1071818000000002,Computer Science,blue,314,0.36042780748663106,0.32834224598930484
471,3d,12558,Stack Overflow,11.793103,8.369346,Computer Science,blue,315,0.3577540106951872,0.32620320855614976
472,socket.io,12534,Stack Overflow,-1.7834352,-5.16298,Computer Science,blue,316,0.35508021390374334,0.3240641711229947
473,linked-list,12519,Stack Overflow,-2.1659749,-7.117000000000001,Computer Science,blue,317,0.3524064171122995,0.3219251336898396
474,static,12469,Stack Overflow,9.697328,0.8879448,Computer Science,blue,318,0.3497326203208556,0.3197860962566845
475,compilation,12465,Stack Overflow,0.8225963,9.168121000000001,Computer Science,blue,319,0.34705882352941175,0.3176470588235294
476,controller,12442,Stack Overflow,10.265249,11.4198065,Computer Science,blue,320,0.3443850267379679,0.31550802139037437
479,outlook,12389,Stack Overflow,7.0552917,-8.562242999999999,Computer Science,blue,321,0.3417112299465241,0.3133689839572193
480,permissions,12376,Stack Overflow,1.4014294,5.539988,Computer Science,blue,322,0.3390374331550802,0.3112299465240642
484,stl,12248,Stack Overflow,2.801485,-0.5825634,Computer Science,blue,323,0.33636363636363636,0.3090909090909091
485,coldfusion,12205,Stack Overflow,-2.0623603,-4.6841474000000005,Computer Science,blue,324,0.33368983957219256,0.306951871657754
486,ms-word,12182,Stack Overflow,-2.278049,-6.419862,Computer Science,blue,325,0.3310160427807487,0.3048128342245989
487,dns,12154,Stack Overflow,-2.1287963,5.479673,Computer Science,blue,326,0.32834224598930484,0.3026737967914439
488,transactions,12145,Stack Overflow,-2.9993606,-13.013889,Computer Science,blue,327,0.325668449197861,0.30053475935828877
492,redux,12065,Stack Overflow,-5.447131,-6.8564944,Computer Science,blue,328,0.3229946524064171,0.2983957219251337
493,get,12036,Stack Overflow,3.8081422,-13.637585999999999,Computer Science,blue,329,0.32032085561497325,0.2962566844919786
494,notifications,12004,Stack Overflow,6.1351485,-3.5207328999999996,Computer Science,blue,330,0.3176470588235294,0.29411764705882354
495,tree,11982,Stack Overflow,11.728288000000001,-1.1753156999999999,Computer Science,blue,331,0.3149732620320856,0.29197860962566846
497,arduino,11956,Stack Overflow,7.758437,8.449702,Computer Science,blue,332,0.3122994652406417,0.2898395721925134
500,background,11932,Stack Overflow,-5.866901400000001,-9.792349,Computer Science,blue,333,0.30962566844919787,0.2877005347593583
501,xsd,11931,Stack Overflow,0.46563720000000003,-1.450647,Computer Science,blue,334,0.306951871657754,0.28556149732620323
503,ftp,11905,Stack Overflow,-2.3003547,4.4400687,Computer Science,blue,335,0.3042780748663102,0.28342245989304815
504,automation,11892,Stack Overflow,6.985474000000001,4.9069858,Computer Science,blue,336,0.30160427807486634,0.2812834224598931
505,uwp,11859,Stack Overflow,3.2725182,-7.350478599999999,Computer Science,blue,337,0.2989304812834225,0.279144385026738
506,grep,11805,Stack Overflow,-3.3562819999999998,-6.3152657,Computer Science,blue,338,0.2962566844919786,0.2770053475935829
508,tabs,11772,Stack Overflow,1.3369723999999998,0.28368940000000004,Computer Science,blue,339,0.29358288770053476,0.27486631016042784
509,routing,11703,Stack Overflow,10.8531065,3.061198,Computer Science,blue,340,0.2909090909090909,0.27272727272727276
510,camera,11637,Stack Overflow,10.260138000000001,7.539255000000001,Computer Science,blue,341,0.2882352941176471,0.2705882352941177
511,sdk,11598,Stack Overflow,0.43599078,3.2347933999999996,Computer Science,blue,342,0.28556149732620323,0.26844919786096255
512,,11585,Stack Overflow,3.3243177000000004,-7.530887,Computer Science,blue,343,0.28288770053475937,0.26631016042780753
514,upload,11540,Stack Overflow,13.418417000000002,5.4546204000000005,Computer Science,blue,344,0.2802139037433155,0.2641711229946524
516,insert,11444,Stack Overflow,3.6605017,-11.759806,Computer Science,blue,345,0.2775401069518717,0.2620320855614974
518,routes,11401,Stack Overflow,-10.080248,-8.093702,Computer Science,blue,346,0.27486631016042784,0.25989304812834224
522,promise,11249,Stack Overflow,-9.907364999999999,-5.987122,Computer Science,blue,347,0.272192513368984,0.25775401069518716
527,eloquent,11055,Stack Overflow,-5.2672453,-5.1336379999999995,Computer Science,blue,348,0.2695187165775401,0.2556149732620321
528,cuda,11001,Stack Overflow,6.152966999999999,7.663597,Computer Science,blue,349,0.26684491978609626,0.253475935828877
532,struts2,10947,Stack Overflow,1.4107103,-1.9033741999999998,Computer Science,blue,350,0.2641711229946524,0.25133689839572193
533,mapreduce,10944,Stack Overflow,5.9158983,7.595339999999999,Computer Science,blue,351,0.2614973262032086,0.24919786096256685
535,calendar,10816,Stack Overflow,-7.567334,-5.994292,Computer Science,blue,352,0.25882352941176473,0.24705882352941178
536,macros,10807,Stack Overflow,3.0833527999999997,7.798468,Computer Science,blue,353,0.25614973262032087,0.2449197860962567
537,localization,10803,Stack Overflow,-12.16055,-6.6187205,Computer Science,blue,354,0.253475935828877,0.24278074866310162
539,installation,10763,Stack Overflow,-8.149778,8.564522,Computer Science,blue,355,0.25080213903743315,0.24064171122994654
540,mfc,10718,Stack Overflow,4.0654955,-1.3454123,Computer Science,blue,356,0.24812834224598931,0.23850267379679146
541,textbox,10706,Stack Overflow,-0.96189547,-9.91693,Computer Science,blue,357,0.24545454545454548,0.2363636363636364
542,windows-7,10700,Stack Overflow,-0.7025523,-6.7075224,Computer Science,blue,358,0.24278074866310162,0.2342245989304813
545,stream,10584,Stack Overflow,8.484765,-2.6823797000000003,Computer Science,blue,359,0.24010695187165776,0.23208556149732623
546,shiny,10561,Stack Overflow,-6.9240070000000005,-0.722134,Computer Science,blue,360,0.2374331550802139,0.22994652406417113
549,gulp,10523,Stack Overflow,-5.826247,-5.8634114,Computer Science,blue,361,0.23475935828877006,0.22780748663101605
551,drag-and-drop,10445,Stack Overflow,6.455899700000001,4.8623012999999995,Computer Science,blue,362,0.23208556149732623,0.22566844919786097
552,com,10412,Stack Overflow,-10.245485,-2.6608722,Computer Science,blue,363,0.22941176470588237,0.2235294117647059
558,lucene,10362,Stack Overflow,1.6391555,7.7283063,Computer Science,blue,364,0.2267379679144385,0.22139037433155082
559,header,10265,Stack Overflow,3.5104022000000006,2.1007712000000005,Computer Science,blue,365,0.22406417112299465,0.21925133689839574
560,linker,10265,Stack Overflow,-1.7551918999999998,2.7665832000000004,Computer Science,blue,366,0.22139037433155082,0.21711229946524066
561,hashmap,10211,Stack Overflow,-1.952466,-6.5113955,Computer Science,blue,367,0.21871657754010695,0.21497326203208558
563,floating-point,10114,Stack Overflow,5.042536699999999,2.9567907000000004,Computer Science,blue,368,0.21604278074866312,0.2128342245989305
565,crash,10082,Stack Overflow,-7.325653599999999,3.3154175,Computer Science,blue,369,0.21336898395721926,0.2106951871657754
566,neural-network,10044,Stack Overflow,8.704728,1.4901794,Computer Science,blue,370,0.2106951871657754,0.20855614973262032
567,x86,10038,Stack Overflow,1.6411158,1.5523076999999998,Computer Science,blue,371,0.20802139037433157,0.20641711229946524
568,binary,10037,Stack Overflow,10.381919,-1.2174231000000002,Computer Science,blue,372,0.2053475935828877,0.20427807486631017
569,dialog,10032,Stack Overflow,7.105877,-7.7670875,Computer Science,blue,373,0.20267379679144387,0.2021390374331551
