,tag,count,class,tsne_0,tsne_1,tsne_2,cName,colour_class,rank,size_objs,alpha_val
302,ssh,19429,Stack Overflow,68.7149,-54.966347,-44.567417,Computer Science,blue,214,0.627807486631016,0.5422459893048128
303,reflection,19365,Stack Overflow,8.517443,-30.327976,-150.23856,Computer Science,blue,215,0.6251336898395722,0.5401069518716577
305,tkinter,19206,Stack Overflow,-136.48695,-20.941912,-58.57121,Computer Science,blue,216,0.6224598930481284,0.5379679144385028
306,sed,19157,Stack Overflow,-21.823401999999998,-34.044140000000006,112.13125600000001,Computer Science,blue,217,0.6197860962566846,0.5358288770053476
308,npm,18957,Stack Overflow,-9.240839999999999,5.3210397,20.597725,Computer Science,blue,218,0.6171122994652407,0.5336898395721925
309,lambda,18939,Stack Overflow,85.90758000000001,3.5174830000000004,24.789312,Computer Science,blue,219,0.6144385026737968,0.5315508021390374
313,graph,18826,Stack Overflow,76.13124,-12.780393,-6.6272984,Computer Science,blue,220,0.611764705882353,0.5294117647058824
315,hash,18682,Stack Overflow,42.897892,26.147683999999998,-65.86959,Computer Science,blue,221,0.6090909090909091,0.5272727272727273
320,drupal,18466,Stack Overflow,-42.08681,143.59636,-25.578003,Computer Science,blue,222,0.6064171122994653,0.5251336898395722
321,replace,18396,Stack Overflow,-152.67924,7.7071905,78.31223,Computer Science,blue,223,0.6037433155080214,0.5229946524064171
323,service,18372,Stack Overflow,52.291779999999996,-120.39798,-101.83655999999999,Computer Science,blue,224,0.6010695187165775,0.520855614973262
324,encoding,18327,Stack Overflow,10.0436735,-7.898016,89.957245,Computer Science,blue,225,0.5983957219251337,0.518716577540107
325,charts,18321,Stack Overflow,-74.63517,55.60335500000001,-35.399727,Computer Science,blue,226,0.5957219251336898,0.5165775401069519
329,web-applications,18184,Stack Overflow,14.661073000000002,26.400090000000002,-90.62236,Computer Science,blue,227,0.593048128342246,0.5144385026737968
332,junit,17917,Stack Overflow,35.476707,7.452547999999999,-133.12094,Computer Science,blue,228,0.5903743315508021,0.5122994652406417
335,paypal,17774,Stack Overflow,77.98352,-11.609419,-93.27232,Computer Science,blue,229,0.5877005347593582,0.5101604278074867
337,collections,17537,Stack Overflow,-76.84859499999999,124.59552,-89.378456,Computer Science,blue,230,0.5850267379679144,0.5080213903743316
338,login,17529,Stack Overflow,106.85843999999999,-112.30908000000001,-30.167675,Computer Science,blue,231,0.5823529411764705,0.5058823529411764
339,utf-8,17504,Stack Overflow,100.57045,79.610016,8.914365,Computer Science,blue,232,0.5796791443850268,0.5037433155080214
340,command-line,17484,Stack Overflow,-40.64242,80.5722,-204.56798,Computer Science,blue,233,0.5770053475935829,0.5016042780748664
341,printing,17400,Stack Overflow,-15.938405,72.53676999999999,-127.02087399999999,Computer Science,blue,234,0.574331550802139,0.4994652406417112
342,tfs,17373,Stack Overflow,35.075905,-42.04533,89.76641,Computer Science,blue,235,0.5716577540106952,0.4973262032085562
344,foreach,17312,Stack Overflow,-109.90151000000002,10.418348,54.77106,Computer Science,blue,236,0.5689839572192513,0.4951871657754011
345,deployment,17260,Stack Overflow,113.60666,-66.22031,-4.6655545,Computer Science,blue,237,0.5663101604278076,0.49304812834224604
346,primefaces,17227,Stack Overflow,-10.738633,-52.21663,40.622326,Computer Science,blue,238,0.5636363636363637,0.49090909090909096
348,https,17074,Stack Overflow,50.950379999999996,-4.2359160000000005,89.822716,Computer Science,blue,239,0.5609625668449199,0.48877005347593583
349,makefile,17064,Stack Overflow,-40.885135999999996,-81.54555,41.28027,Computer Science,blue,240,0.558288770053476,0.48663101604278075
350,cmd,17030,Stack Overflow,10.650554,-10.983599,127.73126,Computer Science,blue,241,0.5556149732620321,0.4844919786096257
351,filter,16923,Stack Overflow,-44.97484,-46.956177000000004,-149.74539,Computer Science,blue,242,0.5529411764705883,0.4823529411764706
353,types,16891,Stack Overflow,92.06232,-123.69311,79.38673399999999,Computer Science,blue,243,0.5502673796791444,0.4802139037433156
354,tcp,16884,Stack Overflow,28.171571999999998,-67.35651999999999,-62.35578,Computer Science,blue,244,0.5475935828877005,0.47807486631016044
356,webview,16880,Stack Overflow,-95.172066,-48.493629999999996,-16.11572,Computer Science,blue,245,0.5449197860962567,0.47593582887700536
357,solr,16800,Stack Overflow,48.1641,-30.977815999999997,5.276976599999999,Computer Science,blue,246,0.5422459893048128,0.4737967914438503
360,view,16696,Stack Overflow,46.034534,-139.41255,93.39453,Computer Science,blue,247,0.539572192513369,0.4716577540106952
361,scroll,16643,Stack Overflow,3.7538486000000004,38.198615999999994,17.157524,Computer Science,blue,248,0.5368983957219251,0.46951871657754013
362,import,16286,Stack Overflow,63.229580000000006,-74.55055,6.990713,Computer Science,blue,249,0.5342245989304812,0.46737967914438505
363,yii,16236,Stack Overflow,-0.48639292,-84.041756,46.120644,Computer Science,blue,250,0.5315508021390374,0.46524064171123
364,vbscript,16167,Stack Overflow,42.864216,128.3477,23.091854,Computer Science,blue,251,0.5288770053475935,0.4631016042780749
365,graphics,16099,Stack Overflow,152.58835,2.115866,6.582337,Computer Science,blue,252,0.5262032085561498,0.4609625668449198
367,error-handling,15938,Stack Overflow,-46.6935,-9.8664,-12.613113,Computer Science,blue,253,0.5235294117647059,0.45882352941176474
368,oauth,15793,Stack Overflow,59.935802,-28.148064,47.35703,Computer Science,blue,254,0.520855614973262,0.45668449197860966
371,fonts,15673,Stack Overflow,-49.02791,83.34643,-22.666737,Computer Science,blue,255,0.5181818181818182,0.4545454545454546
372,emacs,15664,Stack Overflow,-33.26197,-40.73319,-43.21159,Computer Science,blue,256,0.5155080213903743,0.4524064171122995
374,syntax,15555,Stack Overflow,-9.177022000000001,127.3177,-42.25897,Computer Science,blue,257,0.5128342245989305,0.45026737967914443
375,rspec,15554,Stack Overflow,48.99053,94.52479,3.8223045,Computer Science,blue,258,0.5101604278074867,0.44812834224598935
376,web-scraping,15534,Stack Overflow,23.371563000000002,73.08574,16.284796,Computer Science,blue,259,0.5074866310160429,0.4459893048128343
379,concurrency,15405,Stack Overflow,26.681757,-152.21997,-65.54989,Computer Science,blue,260,0.504812834224599,0.44385026737967914
381,timer,15357,Stack Overflow,90.37086,-65.74382,36.50524,Computer Science,blue,261,0.5021390374331551,0.4417112299465241
382,jar,15281,Stack Overflow,-15.022337,131.36275,77.80691999999999,Computer Science,blue,262,0.4994652406417112,0.439572192513369
383,neo4j,15265,Stack Overflow,17.047384,-1.6455528999999998,51.687794,Computer Science,blue,263,0.4967914438502674,0.43743315508021396
386,parameters,15080,Stack Overflow,-154.82855,252.0403,-8.8695545,Computer Science,blue,264,0.49411764705882355,0.43529411764705883
388,colors,15053,Stack Overflow,5.5292068,-150.93567,69.36229,Computer Science,blue,265,0.4914438502673797,0.43315508021390375
391,build,14968,Stack Overflow,-110.07593999999999,-4.005447,-38.95689,Computer Science,blue,266,0.48877005347593583,0.4310160427807487
392,merge,14957,Stack Overflow,-0.6067986,169.04845,-37.355778,Computer Science,blue,267,0.48609625668449197,0.42887700534759365
393,constructor,14898,Stack Overflow,-48.515533000000005,92.97964499999999,14.662328,Computer Science,blue,268,0.48342245989304816,0.4267379679144385
396,hyperlink,14772,Stack Overflow,70.17474,120.90100000000001,113.57983999999999,Computer Science,blue,269,0.4807486631016043,0.42459893048128344
397,joomla,14740,Stack Overflow,26.777184000000002,99.15316,42.259415000000004,Computer Science,blue,270,0.47807486631016044,0.42245989304812837
399,orm,14718,Stack Overflow,-36.678084999999996,16.951674,21.401161,Computer Science,blue,271,0.4754010695187166,0.4203208556149733
402,ssis,14548,Stack Overflow,-34.55271,-2.8591987999999997,131.06456,Computer Science,blue,272,0.4727272727272727,0.4181818181818182
405,ant,14419,Stack Overflow,-29.79703,57.88146,22.601357999999998,Computer Science,blue,273,0.4700534759358289,0.41604278074866313
406,ffmpeg,14400,Stack Overflow,54.650524,-32.511165999999996,-116.01666999999999,Computer Science,blue,274,0.46737967914438505,0.41390374331550805
407,module,14365,Stack Overflow,-49.73188,-31.274044,171.58745,Computer Science,blue,275,0.4647058823529412,0.4117647058823529
409,split,14329,Stack Overflow,-108.546104,-95.87115,104.99493999999999,Computer Science,blue,276,0.46203208556149733,0.4096256684491979
410,interface,14317,Stack Overflow,-9.90465,-64.34974,-80.04677,Computer Science,blue,277,0.45935828877005347,0.4074866310160428
411,casting,14272,Stack Overflow,-64.79378,-132.91533,-53.590885,Computer Science,blue,278,0.45668449197860966,0.40534759358288774
414,properties,14218,Stack Overflow,-72.91434,0.5199626,-105.14596599999999,Computer Science,blue,279,0.4540106951871658,0.4032085561497326
415,proxy,14136,Stack Overflow,-13.220733,21.253735,113.66318500000001,Computer Science,blue,280,0.45133689839572194,0.4010695187165776
416,terminal,14122,Stack Overflow,51.041233,4.189987,35.38944,Computer Science,blue,281,0.4486631016042781,0.39893048128342246
418,process,14019,Stack Overflow,104.241776,-47.559837,-77.72874499999999,Computer Science,blue,282,0.4459893048128343,0.39679144385026743
422,cassandra,13890,Stack Overflow,115.13628,-15.888248,-10.361208999999999,Computer Science,blue,283,0.4433155080213904,0.3946524064171123
424,binding,13876,Stack Overflow,-8.505047,-24.651056,-15.961494,Computer Science,blue,284,0.44064171122994655,0.3925133689839572
425,bitmap,13749,Stack Overflow,75.06409000000001,34.320440000000005,73.51651,Computer Science,blue,285,0.4379679144385027,0.39037433155080214
426,lua,13708,Stack Overflow,-104.98943,-7.1521797000000005,94.09246999999999,Computer Science,blue,286,0.43529411764705883,0.3882352941176471
428,configuration,13639,Stack Overflow,-3.9654596,-80.18132,-140.8365,Computer Science,blue,287,0.43262032085561497,0.386096256684492
429,exception-handling,13603,Stack Overflow,1.7860405,-33.460453,66.38729000000001,Computer Science,blue,288,0.4299465240641711,0.3839572192513369
431,group-by,13574,Stack Overflow,-22.575860000000002,-1.3604889999999998,-42.05518,Computer Science,blue,289,0.42727272727272725,0.38181818181818183
433,triggers,13527,Stack Overflow,73.8805,-148.40901000000002,38.707096,Computer Science,blue,290,0.42459893048128344,0.37967914438502676
434,server,13510,Stack Overflow,26.167963,124.24374399999999,-18.724201,Computer Science,blue,291,0.4219251336898396,0.3775401069518717
435,sass,13502,Stack Overflow,-33.505756,-107.80326000000001,111.13078999999999,Computer Science,blue,292,0.4192513368983957,0.3754010695187166
437,io,13462,Stack Overflow,12.683022,-65.39536,-28.850182,Computer Science,blue,293,0.4165775401069519,0.3732620320855615
439,parallel-processing,13438,Stack Overflow,-112.69825,-30.755533000000003,53.502804000000005,Computer Science,blue,294,0.41390374331550805,0.3711229946524064
440,autocomplete,13426,Stack Overflow,112.61905,62.80713000000001,39.41785,Computer Science,blue,295,0.4112299465240642,0.36898395721925137
442,devise,13363,Stack Overflow,-31.516679999999997,71.94896,123.46864,Computer Science,blue,296,0.40855614973262033,0.3668449197860963
443,datagrid,13344,Stack Overflow,-56.74798199999999,40.35269,143.69914,Computer Science,blue,297,0.40588235294117647,0.3647058823529412
446,bluetooth,13307,Stack Overflow,70.78361,-133.24393999999998,-50.3804,Computer Science,blue,298,0.4032085561497326,0.3625668449197861
447,menu,13274,Stack Overflow,-63.38223299999999,89.19005,-83.12579000000001,Computer Science,blue,299,0.40053475935828875,0.36042780748663106
448,count,13226,Stack Overflow,19.573559,-13.973769,16.09757,Computer Science,blue,300,0.39786096256684494,0.3582887700534759
449,hive,13173,Stack Overflow,-30.537665999999998,52.178867,-7.945107000000001,Computer Science,blue,301,0.3951871657754011,0.3561497326203209
450,scope,13162,Stack Overflow,-86.55447,-73.76176,-46.99951,Computer Science,blue,302,0.3925133689839572,0.35401069518716577
451,jboss,13158,Stack Overflow,-20.879047,20.06136,-87.13858,Computer Science,blue,303,0.3898395721925134,0.35187165775401075
452,download,13145,Stack Overflow,-131.84006000000002,-41.100883,112.03483,Computer Science,blue,304,0.38716577540106956,0.3497326203208556
453,safari,13077,Stack Overflow,-37.185444,56.389869999999995,60.290203000000005,Computer Science,blue,305,0.3844919786096257,0.3475935828877006
454,model,13065,Stack Overflow,-20.011195999999998,-31.007203999999998,155.46346,Computer Science,blue,306,0.38181818181818183,0.34545454545454546
458,youtube,13037,Stack Overflow,-130.95117,106.55283,18.927423,Computer Science,blue,307,0.379144385026738,0.3433155080213904
464,callback,12856,Stack Overflow,-135.00897,-68.42282,66.13022,Computer Science,blue,308,0.3764705882352941,0.3411764705882353
465,architecture,12796,Stack Overflow,146.06065,-13.737107,-84.8818,Computer Science,blue,309,0.37379679144385025,0.3390374331550802
466,path,12698,Stack Overflow,86.348526,-34.474926,20.933807,Computer Science,blue,310,0.3711229946524064,0.33689839572192515
467,pagination,12668,Stack Overflow,27.767015,-40.039505,39.8407,Computer Science,blue,311,0.3684491978609626,0.33475935828877007
468,scripting,12593,Stack Overflow,13.536359,-36.636790000000005,-93.69787600000001,Computer Science,blue,312,0.3657754010695187,0.332620320855615
469,webforms,12584,Stack Overflow,-19.366339,-86.05353000000001,16.387014,Computer Science,blue,313,0.3631016042780749,0.3304812834224599
470,reference,12566,Stack Overflow,13.537965,-117.26208000000001,107.6661,Computer Science,blue,314,0.36042780748663106,0.32834224598930484
471,3d,12558,Stack Overflow,91.47532,64.391014,-64.977936,Computer Science,blue,315,0.3577540106951872,0.32620320855614976
472,socket.io,12534,Stack Overflow,6.4276237,-50.941032,13.5894,Computer Science,blue,316,0.35508021390374334,0.3240641711229947
473,linked-list,12519,Stack Overflow,-77.05563000000001,125.94788999999999,18.190985,Computer Science,blue,317,0.3524064171122995,0.3219251336898396
474,static,12469,Stack Overflow,-50.273174,-2.9800918,-65.66107,Computer Science,blue,318,0.3497326203208556,0.3197860962566845
475,compilation,12465,Stack Overflow,-51.377632,120.6881,-62.626633,Computer Science,blue,319,0.34705882352941175,0.3176470588235294
476,controller,12442,Stack Overflow,113.27828999999998,-12.568421,-125.55948000000001,Computer Science,blue,320,0.3443850267379679,0.31550802139037437
479,outlook,12389,Stack Overflow,-82.67874,74.205215,134.75563,Computer Science,blue,321,0.3417112299465241,0.3133689839572193
480,permissions,12376,Stack Overflow,16.743847,-110.56226000000001,-34.929283,Computer Science,blue,322,0.3390374331550802,0.3112299465240642
484,stl,12248,Stack Overflow,122.0301,-12.719427,30.679352,Computer Science,blue,323,0.33636363636363636,0.3090909090909091
485,coldfusion,12205,Stack Overflow,-65.87227,47.943253000000006,19.181445999999998,Computer Science,blue,324,0.33368983957219256,0.306951871657754
486,ms-word,12182,Stack Overflow,50.166286,59.813423,1.1399237,Computer Science,blue,325,0.3310160427807487,0.3048128342245989
487,dns,12154,Stack Overflow,71.48926999999999,28.616115999999998,-3.4149760000000002,Computer Science,blue,326,0.32834224598930484,0.3026737967914439
488,transactions,12145,Stack Overflow,95.80856999999999,-37.725033,66.43754,Computer Science,blue,327,0.325668449197861,0.30053475935828877
492,redux,12065,Stack Overflow,42.03355,28.283556,110.17442,Computer Science,blue,328,0.3229946524064171,0.2983957219251337
493,get,12036,Stack Overflow,31.526836,60.450424,171.7624,Computer Science,blue,329,0.32032085561497325,0.2962566844919786
494,notifications,12004,Stack Overflow,78.05766,-110.69591000000001,-11.107032,Computer Science,blue,330,0.3176470588235294,0.29411764705882354
495,tree,11982,Stack Overflow,-41.72609,-136.40263000000002,-108.85203600000001,Computer Science,blue,331,0.3149732620320856,0.29197860962566846
497,arduino,11956,Stack Overflow,112.49728999999999,11.964005,-82.267975,Computer Science,blue,332,0.3122994652406417,0.2898395721925134
500,background,11932,Stack Overflow,-63.399105000000006,-65.67053,99.0132,Computer Science,blue,333,0.30962566844919787,0.2877005347593583
501,xsd,11931,Stack Overflow,36.859116,-74.15241,57.297127,Computer Science,blue,334,0.306951871657754,0.28556149732620323
503,ftp,11905,Stack Overflow,79.87885,-102.83935,41.626514,Computer Science,blue,335,0.3042780748663102,0.28342245989304815
504,automation,11892,Stack Overflow,48.666843,-97.050804,-80.75194499999999,Computer Science,blue,336,0.30160427807486634,0.2812834224598931
505,uwp,11859,Stack Overflow,-80.27745,-65.9919,51.6269,Computer Science,blue,337,0.2989304812834225,0.279144385026738
506,grep,11805,Stack Overflow,-25.422203,3.6485297999999995,80.66356999999999,Computer Science,blue,338,0.2962566844919786,0.2770053475935829
508,tabs,11772,Stack Overflow,218.3297,-98.08351,649.44727,Computer Science,blue,339,0.29358288770053476,0.27486631016042784
509,routing,11703,Stack Overflow,-3.8374623999999997,-7.7226224000000006,-76.25241,Computer Science,blue,340,0.2909090909090909,0.27272727272727276
510,camera,11637,Stack Overflow,53.96767,66.28076999999999,-60.997505000000004,Computer Science,blue,341,0.2882352941176471,0.2705882352941177
511,sdk,11598,Stack Overflow,-151.7418,-37.334957,-19.279247,Computer Science,blue,342,0.28556149732620323,0.26844919786096255
512,,11585,Stack Overflow,-80.61056500000001,-73.234184,25.39034,Computer Science,blue,343,0.28288770053475937,0.26631016042780753
514,upload,11540,Stack Overflow,101.95555999999999,32.631176,-127.7484,Computer Science,blue,344,0.2802139037433155,0.2641711229946524
516,insert,11444,Stack Overflow,47.297623,-71.0807,-137.46045,Computer Science,blue,345,0.2775401069518717,0.2620320855614974
518,routes,11401,Stack Overflow,-115.60911599999999,39.356426,-58.46576700000001,Computer Science,blue,346,0.27486631016042784,0.25989304812834224
522,promise,11249,Stack Overflow,-61.546562,-141.06998000000002,90.11075600000001,Computer Science,blue,347,0.272192513368984,0.25775401069518716
527,eloquent,11055,Stack Overflow,-47.943443,40.424217,98.798805,Computer Science,blue,348,0.2695187165775401,0.2556149732620321
528,cuda,11001,Stack Overflow,-64.32723,83.06381,92.52948,Computer Science,blue,349,0.26684491978609626,0.253475935828877
532,struts2,10947,Stack Overflow,103.80111,68.197914,82.61354,Computer Science,blue,350,0.2641711229946524,0.25133689839572193
533,mapreduce,10944,Stack Overflow,-140.6808,1.8397419999999998,-14.994107000000001,Computer Science,blue,351,0.2614973262032086,0.24919786096256685
535,calendar,10816,Stack Overflow,6.411803,-78.42576,154.2142,Computer Science,blue,352,0.25882352941176473,0.24705882352941178
536,macros,10807,Stack Overflow,-48.537890000000004,67.19051999999999,-108.70306000000001,Computer Science,blue,353,0.25614973262032087,0.2449197860962567
537,localization,10803,Stack Overflow,19.409214000000002,-120.26718000000001,-128.83478,Computer Science,blue,354,0.253475935828877,0.24278074866310162
539,installation,10763,Stack Overflow,97.200035,-56.464780000000005,-14.914848999999998,Computer Science,blue,355,0.25080213903743315,0.24064171122994654
540,mfc,10718,Stack Overflow,62.754025,51.659546,-142.60617,Computer Science,blue,356,0.24812834224598931,0.23850267379679146
541,textbox,10706,Stack Overflow,-56.77652,-34.108684999999994,35.370678000000005,Computer Science,blue,357,0.24545454545454548,0.2363636363636364
542,windows-7,10700,Stack Overflow,70.48273499999999,-57.716243999999996,105.06487,Computer Science,blue,358,0.24278074866310162,0.2342245989304813
545,stream,10584,Stack Overflow,-51.903378000000004,-18.234907,98.2393,Computer Science,blue,359,0.24010695187165776,0.23208556149732623
546,shiny,10561,Stack Overflow,-73.17828,64.24628,57.778027,Computer Science,blue,360,0.2374331550802139,0.22994652406417113
549,gulp,10523,Stack Overflow,-90.46528,-12.323922999999999,-72.20538,Computer Science,blue,361,0.23475935828877006,0.22780748663101605
551,drag-and-drop,10445,Stack Overflow,126.22996,-63.144413,-44.197258000000005,Computer Science,blue,362,0.23208556149732623,0.22566844919786097
552,com,10412,Stack Overflow,-17.729074,-89.09538,-45.89503,Computer Science,blue,363,0.22941176470588237,0.2235294117647059
558,lucene,10362,Stack Overflow,-120.38571999999999,-64.38636,22.345226,Computer Science,blue,364,0.2267379679144385,0.22139037433155082
559,header,10265,Stack Overflow,-156.4685,-70.68092,-45.433234999999996,Computer Science,blue,365,0.22406417112299465,0.21925133689839574
560,linker,10265,Stack Overflow,-18.602995,-131.3691,-19.571684,Computer Science,blue,366,0.22139037433155082,0.21711229946524066
561,hashmap,10211,Stack Overflow,17.527279,28.835802,-175.45015,Computer Science,blue,367,0.21871657754010695,0.21497326203208558
563,floating-point,10114,Stack Overflow,-32.69709,30.231415000000002,-125.36478999999999,Computer Science,blue,368,0.21604278074866312,0.2128342245989305
565,crash,10082,Stack Overflow,22.120234,-41.84945,149.02958999999998,Computer Science,blue,369,0.21336898395721926,0.2106951871657754
566,neural-network,10044,Stack Overflow,90.7624,-14.88845,-55.983913,Computer Science,blue,370,0.2106951871657754,0.20855614973262032
567,x86,10038,Stack Overflow,27.279466999999997,-26.173918,-25.060625,Computer Science,blue,371,0.20802139037433157,0.20641711229946524
568,binary,10037,Stack Overflow,-13.5238695,100.39949,-13.216415,Computer Science,blue,372,0.2053475935828877,0.20427807486631017
569,dialog,10032,Stack Overflow,10.693762,-24.143326000000002,-125.02618000000001,Computer Science,blue,373,0.20267379679144387,0.2021390374331551
